id,question_code,question,closed_answer,enps_month
2804,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,7
2805,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,7
2806,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,0
2807,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2808,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,3
2809,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,2
2810,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2811,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2812,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,1
2813,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2814,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2815,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2816,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2817,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2818,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,7
2819,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2820,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2821,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
2822,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,8
2823,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
2824,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2825,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,2
2826,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,8
2827,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2828,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,2
2829,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,7
2830,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,7
2831,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
2832,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,1
2833,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2834,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2835,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,1
2836,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2837,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2838,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2839,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2840,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,1
2841,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2842,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2843,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,8
2844,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2845,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2846,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2847,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
2848,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2849,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2850,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2851,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2852,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2853,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
2854,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2855,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2856,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2857,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2858,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2859,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
2860,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,2
2861,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,8
2862,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2863,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,1
2864,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2865,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2866,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2867,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,8
2868,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,1
2869,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2870,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2871,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,2
2872,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,1
2873,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2874,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,8
2875,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,2
2876,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2877,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,8
2878,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2879,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,1
2880,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2881,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,2
2882,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,1
2883,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2884,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
2885,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2886,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
2887,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,1
2888,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2889,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2890,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,8
2891,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2892,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2893,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2894,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2895,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2896,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,1
2897,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,3
2898,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,7
2899,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2900,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2901,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,1
2902,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2903,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
2904,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,3
2905,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
2906,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2907,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2908,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2909,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,8
2910,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
2911,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2912,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2913,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
2914,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
2915,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
2916,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
2917,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,8
2918,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,2
2919,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,1
2920,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2921,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
